Deal ID;Companies;Net Income;Current Financing Status;Year Founded;Primary Industry Sector;Primary Industry Group;Deal Size;Post Valuation;Deal Date;Deal Type;Investors;PitchBook Link
235637-83T;Choteau School District 1;;Corporation;;Consumer Products and Services (B2C);Services (Non-Financial);0,03;;31-Dec-2017;Grant;U.S. Department of Education;View Company Online
235637-92T;Choteau School District 1;;Corporation;;Consumer Products and Services (B2C);Services (Non-Financial);0,02;;31-Dec-2020;Grant;U.S. Department of Education;View Company Online
236258-65T;Choteau School District 1;;Corporation;;Consumer Products and Services (B2C);Services (Non-Financial);0,03;;31-Dec-2019;Grant;U.S. Department of Education;View Company Online
236258-92T;Choteau School District 1;;Corporation;;Consumer Products and Services (B2C);Services (Non-Financial);0,04;;31-Dec-2018;Grant;U.S. Department of Education;View Company Online
236259-01T;Choteau School District 1;;Corporation;;Consumer Products and Services (B2C);Services (Non-Financial);0,03;;31-Dec-2016;Grant;U.S. Department of Education;View Company Online
236259-10T;Choteau School District 1;;Corporation;;Consumer Products and Services (B2C);Services (Non-Financial);0,01;;31-Dec-2021;Grant;U.S. Department of Education;View Company Online
239638-96T;Choteau School District 1;;Corporation;;Consumer Products and Services (B2C);Services (Non-Financial);0,03;;31-Dec-2015;Grant;U.S. Department of Education;View Company Online
97137-37T;Chow Fleet;;Formerly Accelerator/Incubator backed;2014;Information Technology;Software;;;01-Jan-2014;Accelerator/Incubator;Keller Center's eLab;View Company Online
239531-14T;Chow Fleet;;Formerly Accelerator/Incubator backed;2014;Information Technology;Software;;;01-Mar-2023;Secondary Transaction - Private;;View Company Online
82211-23T;ChrisDol Global Entertainment;;Corporation;2011;Consumer Products and Services (B2C);Media;0,01;;;Product Crowdfunding;;View Company Online
90824-32T;Christchurch Medical Centre;;Corporate Backed or Acquired;2017;Healthcare;Healthcare Services;;;03-Jul-2017;Merger of Equals;;View Company Online
177575-95T;Christen Group;;Venture Capital-Backed;2016;Financial Services;Commercial Banks;0,01;;07-Feb-2022;Seed Round;;View Company Online
235792-45T;Christian Community Health Center;;Corporation;2009;Healthcare;Healthcare Services;2,86;;31-Dec-2019;Grant;U.S. Department of Housing and Urban Development Office of Counsel;View Company Online
235792-63T;Christian Community Health Center;;Corporation;2009;Healthcare;Healthcare Services;4,47;;31-Dec-2017;Grant;U.S. Department of Housing and Urban Development Office of Counsel;View Company Online
236444-86T;Christian Community Health Center;;Corporation;2009;Healthcare;Healthcare Services;7,48;;31-Dec-2021;Grant;U.S. Department of Health and Human Services, U.S. Department of Housing and Urban Development Office of Counsel;View Company Online
236444-95T;Christian Community Health Center;;Corporation;2009;Healthcare;Healthcare Services;7,44;;31-Dec-2016;Grant;U.S. Department of Health and Human Services, U.S. Department of Housing and Urban Development Office of Counsel;View Company Online
236445-13T;Christian Community Health Center;;Corporation;2009;Healthcare;Healthcare Services;12,94;;31-Dec-2020;Grant;U.S. Department of Health and Human Services, U.S. Department of Housing and Urban Development Office of Counsel;View Company Online
236445-22T;Christian Community Health Center;;Corporation;2009;Healthcare;Healthcare Services;20,77;;31-Dec-2015;Grant;U.S. Department of Health and Human Services, U.S. Department of Housing and Urban Development Office of Counsel;View Company Online
239677-75T;Christian Community Health Center;;Corporation;2009;Healthcare;Healthcare Services;6,53;;31-Dec-2018;Grant;U.S. Department of Health and Human Services, U.S. Department of Housing and Urban Development Office of Counsel;View Company Online
249391-54T;Chroma Golem;;Venture Capital-Backed;2023;Information Technology;Software;;;01-Jan-2024;Early Stage VC;Correlation Ventures, L2 Venture, Microsoft for Startups, Zero Knowledge;View Company Online
127084-78T;Chroma Speed;;Accelerator/Incubator Backed;;Healthcare;Healthcare Technology Systems;;;;Accelerator/Incubator;Innovyz;View Company Online
196583-41T;Chromatic (Medical Supplies);;Venture Capital-Backed;2021;Healthcare;Healthcare Devices and Supplies;23,64;;01-Jun-2022;Early Stage VC;Founders Fund, Good Friends, Lux Capital, Optum Ventures, Thrive Capital, Vast Ventures;View Company Online
38813-05T;Chromosome Group;;Accelerator/Incubator Backed;2012;Materials and Resources;Agriculture;;;08-May-2014;Accelerator/Incubator;Startup Sauna;View Company Online
38814-31T;Chromosome Group;;Accelerator/Incubator Backed;2012;Materials and Resources;Agriculture;0,07;;02-Jan-2013;Grant;Innovation Fund of the Republic of Serbia;View Company Online
108215-02T;Chromozome (Florida);;Formerly Accelerator/Incubator backed;;Business Products and Services (B2B);Commercial Services;;;;Accelerator/Incubator;UF Innovate Ventures;View Company Online
108215-74T;Chromozome (Florida);;Formerly Accelerator/Incubator backed;;Business Products and Services (B2B);Commercial Services;;;;Merger/Acquisition;;View Company Online
132709-42T;Chronicon;;Failed Transaction (Angel);2019;Healthcare;Healthcare Services;;;26-Feb-2020;Angel (individual);;View Company Online
254384-02T;Chronoisseur;;Accelerator/Incubator Backed;2020;Consumer Products and Services (B2C);Media;;;22-Nov-2020;Accelerator/Incubator;Sparklehood;View Company Online
37233-91T;Chronos Mobile Technologies;;Formerly VC-backed;2012;Information Technology;Software;;;;Early Stage VC;Draper Associates;View Company Online
54980-38T;Chronos Mobile Technologies;;Formerly VC-backed;2012;Information Technology;Software;;;23-May-2014;Accelerator/Incubator;Plug and Play Tech Center(Ivan Zgomba);View Company Online
56366-29T;Chronos Mobile Technologies;;Formerly VC-backed;2012;Information Technology;Software;;;20-Jan-2015;Seed Round;China Growth Capital, Draper Associates, Joyance Partners, Major League Baseball Ventures, Maven Ventures(Jim Scheinman), Orange (Telecommunications Service Providers) (PAR: ORA), Plug and Play Tech Center(Ivan Zgomba);View Company Online
56366-65T;Chronos Mobile Technologies;;Formerly VC-backed;2012;Information Technology;Software;;;27-Aug-2015;Merger/Acquisition;Life360 (NAS: LIF);View Company Online
72853-21T;Chronos Mobile Technologies;;Formerly VC-backed;2012;Information Technology;Software;;;;Accelerator/Incubator;StartX (US);View Company Online
261060-31T;Chronulus AI;;Pending Transaction (VC);2024;Information Technology;IT Services;;;04-Jun-2024;Seed Round;;View Company Online
90445-51T;Chrysalis Capital IX (TSX: NYN.P);;Corporate Backed or Acquired;;Financial Services;Other Financial Services;0,40;0,71;28-Mar-2014;IPO;;View Company Online
90446-23T;Chrysalis Capital IX (TSX: NYN.P);;Corporate Backed or Acquired;;Financial Services;Other Financial Services;43,02;43,02;07-Jul-2015;Merger/Acquisition;Brattle Street Investment;View Company Online
253382-32T;Chrysalis Streaming;;Venture Capital-Backed;2021;Information Technology;Software;;;;Early Stage VC;Kerpen Ventures;View Company Online
113248-54T;Chuan House;;Venture Capital-Backed;2017;Consumer Products and Services (B2C);Services (Non-Financial);;;19-Mar-2018;Early Stage VC;Lanchi Ventures;View Company Online
179977-96T;Chuan Mao Media;;Venture Capital-Backed;2014;Consumer Products and Services (B2C);Media;;;11-Jun-2017;Seed Round;Oness Capital;View Company Online
268258-06T;Chuangjushou Internet Technology;;Venture Capital-Backed;2024;Information Technology;IT Services;2,54;;29-Jul-2024;Seed Round;;View Company Online
105325-21T;Chuangshi Technology;;Venture Capital-Backed;2017;Information Technology;Software;10,67;106,67;16-Jan-2018;Early Stage VC;Cyberport Hong Kong;View Company Online
198771-94T;ChuangShiWeiLai;;Venture Capital-Backed;2020;Information Technology;Software;;;05-Jul-2022;Early Stage VC;;View Company Online
155986-03T;ChuangYouZhiRui;;Venture Capital-Backed;;Information Technology;Software;;;01-Nov-2015;Seed Round;Empower Investment (China);View Company Online
155986-21T;ChuangYouZhiRui;;Venture Capital-Backed;;Information Technology;Software;;;17-Jun-2016;Early Stage VC;Empower Investment (China);View Company Online
213469-93T;ChuangYuLiangPin;;Venture Capital-Backed;2022;Information Technology;Software;14,02;;20-Jan-2023;Early Stage VC;Y Combinator;View Company Online
218415-97T;Chuanjia Pump Industry;;Private Equity-Backed;2022;Business Products and Services (B2B);Commercial Products;;;03-Feb-2023;Buyout/LBO;Sichuan Machinery Investment, Sichuan Venture Capital;View Company Online
53758-27T;Chuanke Computer System;;Formerly VC-backed;2011;Consumer Products and Services (B2C);Services (Non-Financial);;;01-Dec-2011;Seed Round;Ameba Capital, BAI Capital, K2VC;View Company Online
53758-36T;Chuanke Computer System;;Formerly VC-backed;2011;Consumer Products and Services (B2C);Services (Non-Financial);;;01-Jul-2012;Early Stage VC;BAI Capital;View Company Online
53758-45T;Chuanke Computer System;;Formerly VC-backed;2011;Consumer Products and Services (B2C);Services (Non-Financial);7,41;;01-Dec-2013;Early Stage VC;Baidu (HKG: 09888);View Company Online
53764-21T;Chuanke Computer System;;Formerly VC-backed;2011;Consumer Products and Services (B2C);Services (Non-Financial);22,18;22,18;01-Aug-2014;Merger/Acquisition;Baidu (HKG: 09888);View Company Online
160018-30T;Chuanlian Technology;;Venture Capital-Backed;2015;Information Technology;IT Services;;;08-Jun-2016;Early Stage VC;Frees Fund;View Company Online
155763-91T;ChuanXing;;Venture Capital-Backed;2015;Consumer Products and Services (B2C);Services (Non-Financial);1,42;;12-Nov-2015;Seed Round;;View Company Online
235593-73T;Chugachmiut;;Corporation;1974;Healthcare;Healthcare Services;6,37;;31-Dec-2017;Grant;The United States Department of Justice, U.S. Department of Health and Human Services, U.S. Department of Interior;View Company Online
236207-62T;Chugachmiut;;Corporation;1974;Healthcare;Healthcare Services;15,40;;31-Dec-2019;Grant;The United States Department of Justice, U.S. Department of Education, U.S. Department of Health and Human Services, U.S. Department of Interior, United States Department of Agriculture;View Company Online
236207-71T;Chugachmiut;;Corporation;1974;Healthcare;Healthcare Services;0,02;;31-Dec-2014;Grant;U.S. Department of Health and Human Services;View Company Online
236207-89T;Chugachmiut;;Corporation;1974;Healthcare;Healthcare Services;19,37;;31-Dec-2015;Grant;National Endowment for the Humanities, The United States Department of Justice, U.S. Department of Education, U.S. Department of Health and Human Services, U.S. Department of Interior, United States Department of Agriculture;View Company Online
236207-98T;Chugachmiut;;Corporation;1974;Healthcare;Healthcare Services;7,85;;31-Dec-2021;Grant;U.S. Department of Education, U.S. Department of Health and Human Services, U.S. Department of Interior, United States Department of Agriculture;View Company Online
236208-07T;Chugachmiut;;Corporation;1974;Healthcare;Healthcare Services;6,36;;31-Dec-2018;Grant;The United States Department of Justice, U.S. Department of Health and Human Services, U.S. Department of Interior;View Company Online
236208-16T;Chugachmiut;;Corporation;1974;Healthcare;Healthcare Services;3,30;;31-Dec-2020;Grant;The United States Department of Justice, U.S. Department of Education, U.S. Department of Health and Human Services, United States Department of Agriculture;View Company Online
236208-25T;Chugachmiut;;Corporation;1974;Healthcare;Healthcare Services;0,79;;31-Dec-2016;Grant;U.S. Department of Health and Human Services, United States Department of Agriculture;View Company Online
255394-00T;Chuhaiqu Incubator;;Angel-Backed;2023;Business Products and Services (B2B);Commercial Services;;;25-Mar-2024;Angel (individual);;View Company Online
123845-14T;Chujia Technology;;Venture Capital-Backed;2018;Consumer Products and Services (B2C);Retail;12,71;;24-Sep-2019;Early Stage VC;GF Securities (SHE: 000776);View Company Online
56459-26T;Chujian;;Venture Capital-Backed;;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;7,98;;11-Sep-2012;Early Stage VC;;View Company Online
235659-70T;Chukchansi Indians;;Corporation;;Business Products and Services (B2B);Other Business Products and Services;6,36;;31-Dec-2019;Grant;U.S. Department of Housing and Urban Development Office of Counsel, U.S. Department of Interior;View Company Online
235659-97T;Chukchansi Indians;;Corporation;;Business Products and Services (B2B);Other Business Products and Services;0,22;;31-Dec-2017;Grant;U.S. Department of Health and Human Services, U.S. Department of Interior;View Company Online
236286-64T;Chukchansi Indians;;Corporation;;Business Products and Services (B2B);Other Business Products and Services;0,46;;31-Dec-2020;Grant;U.S. Department of Health and Human Services, U.S. Department of Housing and Urban Development Office of Counsel, U.S. Department of Interior;View Company Online
236286-82T;Chukchansi Indians;;Corporation;;Business Products and Services (B2B);Other Business Products and Services;0,04;;31-Dec-2016;Grant;U.S. Department of Interior;View Company Online
236287-09T;Chukchansi Indians;;Corporation;;Business Products and Services (B2B);Other Business Products and Services;1,81;;31-Dec-2021;Grant;U.S. Department of Health and Human Services, U.S. Department of Interior, U.S. Environmental Protection Agency;View Company Online
239644-27T;Chukchansi Indians;;Corporation;;Business Products and Services (B2B);Other Business Products and Services;0,88;;31-Dec-2015;Grant;U.S. Department of Interior;View Company Online
240611-59T;Chukchansi Indians;;Corporation;;Business Products and Services (B2B);Other Business Products and Services;3,20;;31-Dec-2018;Grant;Institute of Museum and Library Services, U.S. Department of Health and Human Services, U.S. Department of Interior;View Company Online
227044-72T;Chunhui Medical;;Venture Capital-Backed;2023;Healthcare;Healthcare Devices and Supplies;;;28-Jun-2023;Early Stage VC;China Capital Zhongcai Fund Management, Youbo Capital;View Company Online
252843-31T;Chunhui Medical;;Venture Capital-Backed;2023;Healthcare;Healthcare Devices and Supplies;;;23-Jan-2024;Early Stage VC;China Capital Zhongcai Fund Management;View Company Online
89786-35T;Chunsun;;Angel-Backed;2017;Consumer Products and Services (B2C);Services (Non-Financial);0,66;;21-May-2017;Angel (individual);Xue Manzi;View Company Online
245206-90T;Chupspace;;Venture Capital-Backed;2018;Business Products and Services (B2B);Commercial Services;0,01;0,13;01-Jan-2019;Seed Round;;View Company Online
61980-13T;ChurchPairing;;Failed Transaction (Angel);2013;Consumer Products and Services (B2C);Media;;;16-Jan-2013;Equity Crowdfunding;;View Company Online
210412-72T;Chuzheng;;Venture Capital-Backed;2021;Consumer Products and Services (B2C);Restaurants, Hotels and Leisure;0,41;4,06;12-Dec-2022;Early Stage VC;;View Company Online
51317-83T;Ci one Construction;;Corporate Backed or Acquired;2015;Business Products and Services (B2B);Commercial Services;;;20-Feb-2015;Joint Venture;China State Construction Engineering Corporation (SHG: 601668), Interserve;View Company Online
78378-04T;Ciao Farm;;Venture Capital-Backed;2015;Materials and Resources;Agriculture;0,27;3,41;01-Apr-2016;Seed Round;Cyzone (China), Qualcomm Ventures(Song Mao);View Company Online
